City_ID,City,Country,Date,Latitude,Longitude,Cloudiness,Humidity,Max Temp,Wind Speed
300,Agnibilekrou,CI,1579306859,7.13,-3.2,1,64,71.94,2.62
301,Hinton,CA,1579306860,53.4,-117.59,100,97,-20.45,1.95
302,Aklavik,CA,1579306860,68.22,-135.01,20,75,-0.4,4.7
303,Yenagoa,NG,1579306861,4.92,6.26,4,89,77.63,2.98
304,Grindavik,IS,1579306861,63.84,-22.43,75,62,32.0,13.87
305,Manado,ID,1579306862,1.49,124.85,20,89,84.2,2.24
306,Saint George,US,1579306862,37.1,-113.58,1,17,51.8,16.11
307,Norman Wells,CA,1579306652,65.28,-126.83,5,83,-9.4,8.05
308,Poum,NC,1579306750,-20.23,164.02,0,78,79.21,15.73
309,Vestmannaeyjar,IS,1579306862,63.44,-20.27,9,62,39.29,18.3
310,Maragogi,BR,1579306864,-9.01,-35.22,58,77,81.07,11.7
311,Tarauaca,BR,1579306864,-8.16,-70.77,91,98,73.26,2.42
312,Belaya Gora,RU,1579306864,68.53,146.42,100,93,-18.33,2.33
313,Hurghada,EG,1579306864,27.26,33.81,83,54,59.0,11.41
314,Zhezkazgan,KZ,1579306864,47.8,67.71,93,93,14.92,8.5
315,Marawi,PH,1579306864,8.0,124.29,17,76,78.01,1.99
316,Grand Forks,US,1579306601,47.93,-97.03,90,92,23.0,13.87
317,Carnaiba,BR,1579306864,-8.7,-37.67,85,68,77.09,13.35
318,Qaqortoq,GL,1579306865,60.72,-46.03,100,67,23.0,6.93
319,Constitucion,CL,1579306867,-35.33,-72.42,21,88,57.52,3.18
320,Senanga,ZM,1579306868,-16.12,23.27,98,96,67.73,4.03
321,Ekhabi,RU,1579306868,53.51,142.97,0,89,-5.48,12.12
322,Okha,RU,1579306868,53.57,142.95,0,89,-5.48,12.12
323,Vostochnyy,RU,1579306869,55.82,37.87,75,95,37.4,8.95
324,Shakawe,BW,1579306869,-18.37,21.85,0,89,66.06,2.33
325,Warrington,GB,1579306869,53.39,-2.58,40,93,42.01,13.87
326,Kieta,PG,1579306710,-6.22,155.63,25,64,84.96,5.3
327,Coruripe,BR,1579306869,-10.13,-36.18,54,79,79.75,12.91
328,Fes,MA,1579306677,34.04,-5.0,53,56,42.8,10.29
329,Leningradskiy,RU,1579306870,69.38,178.42,100,99,-5.48,9.06
330,Tutoia,BR,1579306871,-2.76,-42.27,99,92,76.12,3.85
331,Saldanha,ZA,1579306871,-33.01,17.94,0,72,64.4,18.34
332,Krasnokamensk,RU,1579306871,50.1,118.04,100,100,-9.09,1.23
333,Goba,ET,1579306872,7.02,39.98,21,47,48.7,4.63
334,Faanui,PF,1579306872,-16.48,-151.75,4,77,82.33,21.99
335,Pedernales,DO,1579306872,18.04,-71.74,20,74,80.6,13.87
336,Yanta,CN,1579306872,36.24,115.67,33,83,30.79,5.06
337,Turan,VN,1579306737,16.07,108.22,40,88,69.8,1.99
338,Mozarlandia,BR,1579306643,-14.74,-50.57,74,83,79.2,3.31
339,Kahului,US,1579306685,20.89,-156.47,75,73,77.0,11.41
340,Bjornevatn,NO,1579306873,69.67,29.98,20,84,12.2,14.99
341,Aykhal,RU,1579306873,66.0,111.5,100,91,-0.4,4.47
342,Vostok,RU,1579306874,46.49,135.88,0,87,-0.15,2.24
343,Avanuorri,NO,1579306874,71.0,24.66,0,67,21.2,17.22
344,Queanbeyan,AU,1579306874,-35.35,149.23,90,56,72.0,11.41
345,Narsaq,GL,1579306876,60.92,-46.05,100,67,23.0,6.93
346,Sarakhs,IR,1579306876,36.54,61.16,0,79,23.0,9.17
347,Sola,VU,1579306876,-13.88,167.55,75,52,87.8,8.05
348,Erzin,TR,1579306876,36.96,36.2,40,81,44.6,6.93
349,Hay River,CA,1579306876,60.82,-115.8,90,74,-22.0,2.24
350,Hat Yai,TH,1579306813,7.01,100.48,75,94,77.0,2.24
351,Nanakuli,US,1579306876,21.39,-158.15,90,78,78.8,13.87
352,Mount Isa,AU,1579306877,-20.73,139.5,0,13,95.0,11.41
353,Souillac,MU,1579306877,-20.52,57.52,40,78,80.6,8.05
354,Sladkovo,RU,1579306877,55.53,70.34,0,95,-4.67,3.29
